Date,Customer_ID,Customer_Name,Phone,Vehicle_Type,Plate_Number,Service_Type,Complaint,Parts_Replaced,Mechanic_Name,Service_Cost,Payment_Mode,Return_Visit,Rating,Service_Time_Hours,Remarks,Status,Workshop_Location,Referral_Source,Wait_Time_Mins,Spare_Parts_Availability,Parts_Source,Service_Priority,Customer_Type,Fleet_Name,Mechanic_Skill_Level,Parts_Cost,Labour_Cost,Fuel_TopUp?,Discount_Given,Promo_Code_Used,Follow_Up_Date,Has_Insurance_Cover,Mechanic_Notes,Customer_Notes,Request_For_Pickup,Home_Service,Towing_Required,Service_Package,Whatsapp_Followup
02/03/2025,CUS073,Tunde Bayo,08038606966,Toyota Corolla,ABJ258CD,Brake Service,oilchng,Timing belt,Musa,30341,POS,No,,4.4,Urgent service,Completed,Under tree,Word of Mouth,,orderd,Customer Brought,Normal,first timer,,Senior ,15000,20000,Yes,,,,YES,Shock absorber weakening,,Yes,YES,Yes,one time,followed up
18/01/2025,CUS074,John Doe,08042080592,Mercedes-Benz GLE,LAG484CD,Battery Replacement,Engin Knok,Battery,Uche,85582,pos,No,2.0,4.6,Urgent service,In progress,main bay,Word of Mouth,,orderd,Ladipo Market,Normal,Fleet Owner,Bolt Driver,Senior ,,20000,no,,N/A,11/08/2025,No,,no complain,Y,YES,No,Gold Maintenance Plan,No
03-26-2025,CUS075,Emeka Okafor,08074524663,Mercedes-Benz GLE,KAN508CD,Battery Replacement,Suspensn Noise,Shock absorbers,,84301,pos,No,5.0,4.8,,Pending,main bay,Word of Mouth,,availaible,ladipo mkt,normal,First Time,Private,,40000,,Yes,,NONE,2025-08-05,,Shock absorber weakening,,Yes,No,Towing needed,one time,
02-09-2025,CUS076,Aisha Bello,08054495204,Mercedes-Benz GLE,ABJ497EF,Brake Service,,Battery,Uche,90584,Cash,No,,3.0,Urgent service,Completed,main bay,Mechanic Referral,15,Ordered,Ladipo Market,Emergncy,Uber Driver,Govt Convoy,speciallist,40000,20000,Yes,5k,NONE,03/09/2025,Yes,Needs tire alignment,,No,,Yes,Gold Maintenance Plan,yes
04/04/2025,CUS077,John Doe,08060454028,Mercedes-Benz C300,KAN195EF,Oil Change,brake failur,Battery,Tijani,38062,CASH,Yes,5.0,4.0,,In progress,Main Bay,Word of Mouth,15,Available,ladipo mkt,Normal,Uber Driver,,Senior ,25000,20000,No,10000,Promo10,29/12/2025,YES,Shock absorber weakening,,Y,YES,,one time,Yes
2025-02-13,CUS078,John Doe,08037557095,Mercedes-Benz GLE,LAG579GH,Battery Replacement,Enjin Knockin,None,Isaac Bobo,107123,POS,No,,5.3,Customer waited,Pending,,Road Sign,45,Unavailable,Customer Brought,Emergncy,Returning,,Apprentice,,40000,No,5k,N/A,2025-12-11,Yes,Shock absorber weakening,Prefers morning,N,,No,,Yes
14/06/2025,CUS079,Ngozi Nwachukwu,08063729043,Lexus RX 350,KAN937EF,Engine Repair,Oill Change,Timing belt,Isaac Bobo,63993,transfer,No,5.0,4.0,,Completed,Main Bay,Instagram,15,Ordered,ladipo mkt,Emergncy,First Time,,speciallist,twenty thousand,30k,No,,N/A,2025-10-12,No,,Always late,Yes,no,Yes,Gold Maintenance Plan,Yes
04/02/2025,CUS080,Ngozi Nwachukwu,08034728879,Lexus RX 350,ABJ187CD,Brake Service,suspension noiz,None,Uche,32438,Cash,Yes,5.0,4.2,Customer waited,In progress,Under tree,Word of Mouth,45,availaible,Benz supply,Emergency,first timer,Govt Convoy,Senior,40000,20000,Yes,5000,Promo10,,Yes,,Always late,Yes,Yes,Yes,gold,
25/04/2025,CUS081,Ngozi Nwachukwu,08010902666,Toyota Corolla,KAN210EF,Engine Repair,suspension noiz,Air filter,,23213,Transfer,Yes,3.0,1.1,Urgent service,Completed,main bay,Mechanic Referral,45,Ordered,Benz supply,Emergncy,Fleet Owner,,Senior ,,20000,No,10000,LOYALTY10,15/07/2025,no,,Always late,Y,no,,gold,Yes
2025-05-05,CUS082,Emeka Okafor,08058696493,Mercedes-Benz GLE,LAG304EF,Suspension Work,Suspensn Noise,"Oil filter, Brake pads",Isaac Bobo,106050,POS,Yes,1.0,5.8,Urgent service,Completed,VIP Section,Mechanic Referral,45mins,orderd,Direct from Benz,Normal,Returning,Govt Convoy,Apprentice,25000,30k,no,5000,NONE,2025-12-29,YES,Needs tire alignment,,Yes,No,Towing needed,Gold Maintenance Plan,No
05/06/2025,CUS083,Tunde Bayo,08011327694,Mercedes-Benz C300,LAG166EF,Brake Service,Suspenshun Noise,"Oil filter, Brake pads",Isaac Bobo,65980,POS,Yes,2.0,2.8,Changed all filters,Completed,Under tree,Word of Mouth,60,orderd,Benz supply,Emergency,Returning,,Specialist,40000,,no,10000,Promo10,2025-10-08,YES,,,No,Yes,Yes,,No
18/05/2025,CUS084,John Doe,08019896028,Honda Accord,LAG718EF,Oil Change,Oil chang,Battery,,114779,POS,Yes,2.0,2.5,Recommended further checks,Completed,Main Bay,Road Sign,60,availaible,Ladipo Market,Emergncy,Uber Driver,,Specialist,,40000,,5000,NONE,2025-11-25,,,no complain,Yes,No,Yes,Gold Maintenance Plan,yes
2025-06-10,CUS085,Emeka Okafor,08058034735,Lexus RX 350,ABJ819GH,Oil Change,Brake Falure,Air filter,,52854,CASH,No,1.0,3.8,,Completed,main bay,Road Sign,30,Ordered,Direct from Benz,Normal,Uber Driver,,speciallist,30000,35000,no,10000,NONE,2025-07-09,,,no complain,N,No,Towing needed,one time,followed up
01-08-2025,CUS086,John Doe,08014028892,Toyota Corolla,LAG217EF,Battery Replacement,Suspensn Noise,"Oil filter, Brake pads",Uche,96146,Transfer,No,1.0,4.8,Changed all filters,Pending,Under tree,Road Sign,15,orderd,Benz supply,Booking,First Time,Govt Convoy,Senior ,15000,20000,YES,10000,Promo10,23/08/2025,YES,Needs tire alignment,no complain,N,,,one time,yes
2025-05-29,CUS087,Tunde Bayo,08084449447,Lexus RX 350,LAG139GH,Engine Repair,Engin Knok,Shock absorbers,Isaac Bobo,86700,POS,Yes,5.0,2.0,Recommended further checks,Completed,VIP section,Mechanic Referral,15,Available,Customer Brought,Emergency,first timer,Private,,25000,40000,Yes,,Promo10,2025-06-30,Yes,,no complain,N,No,,gold,followed up
03-08-2025,CUS088,Ngozi Nwachukwu,08025460445,Lexus RX 350,ABJ581CD,Suspension Work,Oill Change,None,,19877,Cash,Yes,4.0,3.2,Customer waited,Pending,,Mechanik Referal,,orderd,ladipo mkt,Normal,Fleet Owner,,Senior,twenty thousand,30000,YES,5k,Promo10,,YES,Needs tire alignment,no complain,N,,,one time,yes
01/05/2025,CUS089,Emeka Okafor,08029112869,Toyota Corolla,KAN318EF,Engine Repair,Suspensn Noise,"Oil filter, Brake pads",Uche,93932,pos,No,2.0,3.7,Changed all filters,In progress,Main Bay,Mechanic Referral,,Ordered,Customer Brought,Booking,first timer,Bolt Driver,Apprentice,40000,20000,Yes,,Promo10,,No,,Prefers morning,Y,No,,one time,No
05-31-2025,CUS090,Tunde Bayo,08049000479,Lexus RX 350,KAN132GH,Suspension Work,,Timing belt,Tijani,49740,Cash,No,1.0,5.2,Changed all filters,In progress,Under tree,Word of Mouth,30,Ordered,Ladipo Market,Normal,first timer,Private,Apprentice,40000,35000,no,10000,N/A,2025-12-06,Yes,,no complain,No,No,Yes,,
04-29-2025,CUS091,Aisha Bello,08069110577,Lexus RX 350,LAG163EF,Battery Replacement,Enjin Knockin,None,Tijani,40968,CASH,Yes,,6.0,Urgent service,Completed,Main Bay,Mechanik Referal,30,Unavailable,Benz supply,Normal,Uber Driver,Bolt Driver,Senior,30000,20000,,5000,,,No,Needs tire alignment,Always late,N,YES,,one time,followed up
24/01/2025,CUS092,Aisha Bello,08036092388,Mercedes-Benz C300,LAG584CD,Brake Service,Enjin Knockin,Timing belt,Musa,82500,POS,Yes,2.0,3.2,Changed all filters,In progress,,Mechanic Referral,45mins,Available,Benz supply,Normal,first timer,Bolt Driver,Specialist,30000,30000,YES,0,Promo10,08/07/2025,YES,,,Yes,No,No,Gold Maintenance Plan,No
03-03-2025,CUS093,John Doe,08094736292,Honda Accord,ABJ316CD,Brake Service,Oill Change,None,,82175,transfer,Yes,1.0,3.8,,Completed,VIP Section,Mechanik Referal,60,Ordered,ladipo mkt,Booking,Uber Driver,,,30000,35000,YES,5000,N/A,31/10/2025,,Needs tire alignment,,N,,,Gold Maintenance Plan,Yes
12/05/2025,CUS094,Emeka Okafor,08088609496,Toyota Corolla,KAN533EF,Battery Replacement,Oil chang,Battery,Musa,28857,Cash,Yes,4.0,3.5,Customer waited,Completed,VIP section,Instagram,30,Available,Ladipo Market,Emergency,Fleet Owner,Govt Convoy,Apprentice,15000,40000,no,0,N/A,2025-09-20,YES,,,Yes,no,,Gold Maintenance Plan,Yes
05-25-2025,CUS095,Emeka Okafor,08058306200,Toyota Corolla,LAG750CD,Suspension Work,Engin Knok,Timing belt,Uche,40992,Transfer,Yes,1.0,3.4,,In progress,,Word of Mouth,30,Ordered,Ladipo Market,normal,Uber Driver,Logistics Co,Senior,40000,35000,Yes,10000,,,No,,Prefers morning,No,,Yes,Gold Maintenance Plan,yes
2025-02-07,CUS096,John Doe,08015892805,Mercedes-Benz GLE,ABJ245CD,Battery Replacement,brake failur,"Oil filter, Brake pads",Isaac Bobo,31831,transfer,Yes,4.0,4.6,,In progress,VIP section,whatsapp,30,availaible,Customer Brought,normal,Returning,Bolt Driver,Specialist,40000,,YES,5k,Promo10,2025-10-06,YES,Shock absorber weakening,Always late,N,,Yes,one time,No
2025-02-26,CUS097,John Doe,08013984330,Honda Accord,LAG514CD,Oil Change,brake failur,None,,52611,POS,No,3.0,1.1,Urgent service,In progress,VIP section,Road Sign,30,Ordered,Benz supply,Normal,first timer,Govt Convoy,Specialist,15000,30k,YES,0,Promo10,2025-09-13,Yes,,,,no,,Gold Maintenance Plan,Yes
2025-03-09,CUS098,Tunde Bayo,08036725819,Lexus RX 350,LAG994GH,Brake Service,oilchng,Battery,Tijani,95631,POS,No,3.0,1.6,Customer waited,Pending,,Word of Mouth,45,availaible,ladipo mkt,Emergency,Returning,,Specialist,15000,30000,no,5000,Promo10,2025-10-19,no,Needs tire alignment,Prefers morning,N,Yes,,Gold Maintenance Plan,No
13/05/2025,CUS099,Tunde Bayo,08036551621,Mercedes-Benz C300,LAG992EF,Oil Change,brake faliure,"Oil filter, Brake pads",Musa,57669,Cash,Yes,5.0,3.4,Recommended further checks,Pending,Under tree,Road Sign,15,Available,Ladipo Market,Emergncy,Fleet Owner,,Specialist,30000,40000,No,,,,YES,Shock absorber weakening,Always late,Yes,YES,,one time,
2025-05-01,CUS100,Ngozi Nwachukwu,08048131375,Mercedes-Benz GLE,KAN319GH,Brake Service,Engin Knok,Air filter,Tijani,102074,pos,Yes,3.0,3.1,Recommended further checks,Completed,VIP section,Mechanic Referral,15,Unavailable,Ladipo Market,Normal,first timer,,Apprentice,15000,40000,no,5k,N/A,,YES,Shock absorber weakening,,N,No,Towing needed,gold,yes
05-14-2025,CUS101,John Doe,08033373562,Toyota Corolla,LAG288CD,Oil Change,brake faliure,"Oil filter, Brake pads",Tijani,42049,CASH,Yes,2.0,4.2,Recommended further checks,In progress,Main Bay,Mechanic Referral,45,availaible,Customer Brought,Normal,Returning,Govt Convoy,,15000,30000,YES,0,,,Yes,,,N,YES,No,one time,
05-29-2025,CUS102,Ngozi Nwachukwu,08039386305,Honda Accord,ABJ538EF,Engine Repair,Brake Falure,Shock absorbers,Tijani,113461,CASH,No,3.0,1.2,Customer waited,Pending,VIP section,Word of Mouth,30,Unavailable,Ladipo Market,Normal,Returning,Govt Convoy,Apprentice,twenty thousand,40000,No,0,N/A,16/12/2025,,,no complain,No,,,one time,
04-07-2025,CUS103,Emeka Okafor,08045164890,Mercedes-Benz C300,LAG268CD,Suspension Work,brake faliure,Shock absorbers,Tijani,85707,Cash,No,,1.6,Customer waited,Completed,main bay,Word of Mouth,60,Available,Ladipo Market,Emergncy,first timer,Private,Specialist,15000,40000,No,,Promo10,06/07/2025,No,Shock absorber weakening,,Y,no,,one time,No
05-31-2025,CUS104,Aisha Bello,08033392072,Toyota Corolla,LAG529EF,Suspension Work,brake faliure,Shock absorbers,,80800,CASH,No,,4.8,Recommended further checks,Completed,Main Bay,Word of Mouth,30,Ordered,Benz supply,Booking,Returning,Bolt Driver,Specialist,twenty thousand,,Yes,,LOYALTY10,,No,,Always late,Yes,YES,,,Yes
13/05/2025,CUS105,Aisha Bello,08055609531,Lexus RX 350,LAG648GH,Brake Service,Suspenshun Noise,"Oil filter, Brake pads",,36632,transfer,No,4.0,3.1,Customer waited,Pending,Main Bay,Road Sign,30,Ordered,Direct from Benz,Booking,first timer,,speciallist,30000,30000,YES,0,N/A,,No,,,N,no,,gold,
13/05/2025,CUS106,Ngozi Nwachukwu,08084424395,Mercedes-Benz GLE,ABJ813EF,Brake Service,suspension noiz,Shock absorbers,,51969,CASH,Yes,3.0,5.4,Changed all filters,Pending,main bay,Instagram,45mins,Available,Customer Brought,Emergency,First Time,,Apprentice,40000,20000,No,5000,N/A,03/07/2025,,Shock absorber weakening,no complain,Y,No,Towing needed,gold,followed up
05-04-2025,CUS107,John Doe,08043012764,Honda Accord,LAG809GH,Oil Change,suspension noiz,Air filter,Tijani,82868,transfer,Yes,3.0,1.6,Customer waited,Completed,Under tree,Instagram,30,orderd,Customer Brought,Emergency,First Time,Private,speciallist,twenty thousand,20000,Yes,10000,NONE,08/08/2025,Yes,Needs tire alignment,,No,no,Yes,,followed up
09/05/2025,CUS108,John Doe,08033963425,Mercedes-Benz GLE,LAG942CD,Engine Repair,brake faliure,Battery,Isaac Bobo,50378,Cash,Yes,4.0,2.2,Urgent service,Pending,Main Bay,Word of Mouth,15,Available,Benz supply,normal,first timer,Govt Convoy,,30000,20000,YES,10000,N/A,26/11/2025,,,,N,,,One-time,
01-20-2025,CUS109,Aisha Bello,08036305005,Lexus RX 350,KAN901GH,Brake Service,Enjin Knockin,Battery,Tijani,44967,pos,Yes,5.0,5.6,Urgent service,Pending,VIP Section,Word of Mouth,45,availaible,Direct from Benz,Emergency,Returning,Logistics Co,,40000,40000,Yes,5k,Promo10,,,,Always late,No,YES,No,one time,
2025-06-14,CUS110,Aisha Bello,08012884611,Lexus RX 350,ABJ179GH,Brake Service,Oill Change,Shock absorbers,Musa,64771,Transfer,No,2.0,2.5,,Completed,,Word of Mouth,,Available,Benz supply,Booking,Returning,Govt Convoy,Apprentice,25000,30000,No,,N/A,,,Needs tire alignment,Prefers morning,,no,,,No
04-03-2025,CUS111,Ngozi Nwachukwu,08033632711,Toyota Corolla,KAN692GH,Engine Repair,Enjin Knockin,Shock absorbers,Uche,26011,transfer,No,2.0,5.8,Recommended further checks,In progress,Main Bay,Road Sign,30,Available,ladipo mkt,Booking,Returning,Govt Convoy,,25000,,YES,10000,N/A,26/06/2025,no,Needs tire alignment,,,YES,,gold,Yes
28/02/2025,CUS112,Ngozi Nwachukwu,08045136671,Mercedes-Benz GLE,ABJ431GH,Suspension Work,brake failur,Timing belt,Uche,74107,POS,Yes,1.0,1.7,Changed all filters,Pending,VIP Section,Mechanik Referal,45mins,availaible,Benz supply,Booking,Fleet Owner,Govt Convoy,speciallist,,30k,,5k,LOYALTY10,,Yes,Shock absorber weakening,Prefers morning,Yes,no,Yes,one time,No
04/05/2025,CUS113,Emeka Okafor,08023581521,Mercedes-Benz GLE,KAN860GH,Battery Replacement,brake failur,None,Uche,104999,pos,No,2.0,4.0,Recommended further checks,Pending,VIP Section,Mechanik Referal,15,Ordered,ladipo mkt,Normal,Returning,Govt Convoy,speciallist,25000,35000,Yes,5k,NONE,29/08/2025,No,,,Y,YES,,One-time,yes
02-11-2025,CUS114,Aisha Bello,08012817734,Mercedes-Benz GLE,KAN424CD,Engine Repair,brake faliure,"Oil filter, Brake pads",Musa,94489,pos,No,1.0,1.2,Changed all filters,Completed,VIP Section,Mechanik Referal,15,Ordered,Customer Brought,Booking,First Time,Private,speciallist,25000,,Yes,0,N/A,21/12/2025,YES,,Always late,No,YES,,one time,followed up
2025-04-16,CUS115,John Doe,08028420515,Mercedes-Benz GLE,ABJ569CD,Oil Change,brake failur,Shock absorbers,Isaac Bobo,70689,pos,Yes,1.0,3.4,Customer waited,Completed,main bay,Mechanic Referral,45mins,Ordered,ladipo mkt,normal,Uber Driver,Govt Convoy,Senior,40000,,Yes,10000,LOYALTY10,05/08/2025,YES,Needs tire alignment,no complain,,YES,No,gold,
2025-02-02,CUS116,Emeka Okafor,08060858151,Mercedes-Benz C300,LAG985EF,Suspension Work,Enjin Knockin,"Oil filter, Brake pads",Isaac Bobo,106615,pos,Yes,3.0,4.3,Urgent service,Completed,VIP Section,Word of Mouth,45mins,Unavailable,Ladipo Market,Booking,first timer,Bolt Driver,speciallist,15000,30k,no,,N/A,,Yes,,Always late,,Yes,Yes,Gold Maintenance Plan,No
2025-02-04,CUS117,Ngozi Nwachukwu,08097895055,Toyota Corolla,ABJ911GH,Battery Replacement,Oill Change,Timing belt,Uche,107473,transfer,Yes,3.0,5.8,Customer waited,Pending,VIP section,Road Sign,60,availaible,Direct from Benz,Normal,first timer,Govt Convoy,Senior ,15000,35000,YES,0,NONE,20/09/2025,YES,,Always late,Yes,no,Towing needed,one time,No
2025-05-27,CUS118,Ngozi Nwachukwu,08024894008,Honda Accord,LAG369GH,Suspension Work,Engin Knok,None,Isaac Bobo,74631,Cash,Yes,5.0,3.8,,Pending,VIP section,Instagram,15,Ordered,Ladipo Market,Emergency,Fleet Owner,Govt Convoy,Senior ,25000,40000,Yes,5000,Promo10,09/11/2025,No,Needs tire alignment,,N,No,Yes,,yes
16/02/2025,CUS119,Emeka Okafor,08055417034,Mercedes-Benz C300,KAN103EF,Battery Replacement,brake failur,Air filter,Uche,38687,pos,Yes,4.0,5.6,Customer waited,In progress,Under tree,Instagram,15,orderd,Direct from Benz,Normal,Uber Driver,,,,30k,No,5k,Promo10,2025-09-23,Yes,Shock absorber weakening,Always late,N,,,,followed up
2025-06-03,CUS120,Tunde Bayo,08038217583,Mercedes-Benz GLE,ABJ749EF,Battery Replacement,Oil chang,None,Tijani,31176,pos,Yes,3.0,5.1,Recommended further checks,Completed,VIP Section,Instagram,15,availaible,Benz supply,Booking,first timer,,Senior ,15000,40000,,5k,NONE,,Yes,Shock absorber weakening,,N,No,No,,Yes
22/01/2025,CUS121,Aisha Bello,08050946121,Lexus RX 350,KAN692CD,Suspension Work,,Shock absorbers,,115937,transfer,No,4.0,2.9,Customer waited,Completed,main bay,Mechanik Referal,30,orderd,Direct from Benz,Normal,Fleet Owner,Govt Convoy,Senior,,40000,,10000,,2025-09-05,,Shock absorber weakening,no complain,N,Yes,,One-time,yes
2025-06-05,CUS122,Emeka Okafor,08071230621,Lexus RX 350,ABJ323GH,Suspension Work,oilchng,Battery,,61522,Cash,No,1.0,2.5,Customer waited,In progress,main bay,Mechanic Referral,45,Available,Ladipo Market,Booking,Uber Driver,Logistics Co,speciallist,25000,40000,YES,5k,LOYALTY10,2025-11-29,Yes,Needs tire alignment,Prefers morning,No,Yes,No,one time,yes
2025-02-26,CUS123,John Doe,08042232378,Mercedes-Benz GLE,ABJ530GH,Suspension Work,Suspenshun Noise,None,Musa,47990,CASH,No,2.0,1.2,,Completed,Under tree,Mechanik Referal,60,availaible,Ladipo Market,Emergency,Uber Driver,Logistics Co,speciallist,25000,40000,No,10000,,,no,,Always late,No,Yes,Yes,gold,No
06-09-2025,CUS124,Emeka Okafor,08059612328,Mercedes-Benz C300,KAN892CD,Engine Repair,Oill Change,"Oil filter, Brake pads",Isaac Bobo,42392,CASH,Yes,,1.7,Recommended further checks,In progress,main bay,Mechanic Referral,45,Available,Ladipo Market,normal,Uber Driver,,Senior ,25000,35000,Yes,5k,N/A,25/07/2025,no,,no complain,N,,,gold,followed up
02-12-2025,CUS125,Tunde Bayo,08059976005,Mercedes-Benz C300,KAN486CD,Brake Service,Suspenshun Noise,"Oil filter, Brake pads",Uche,12563,pos,Yes,5.0,4.9,Changed all filters,Completed,,Road Sign,30,Available,Direct from Benz,Booking,Uber Driver,Bolt Driver,Senior,30000,40000,YES,5k,,2025-06-21,Yes,,no complain,Yes,YES,,One-time,Yes
06-02-2025,CUS126,Aisha Bello,08098705666,Toyota Corolla,LAG314CD,Brake Service,,"Oil filter, Brake pads",Isaac Bobo,84847,Transfer,Yes,2.0,1.6,Urgent service,Completed,VIP section,Mechanik Referal,30,Available,Customer Brought,Emergncy,first timer,,Specialist,15000,30000,YES,,,30/11/2025,,Needs tire alignment,Always late,No,Yes,Yes,one time,
28/02/2025,CUS127,Ngozi Nwachukwu,08032999523,Lexus RX 350,KAN690CD,Battery Replacement,Oil chang,None,Uche,53597,Cash,No,5.0,5.6,Customer waited,In progress,main bay,Instagram,60,Available,Ladipo Market,Emergncy,First Time,Private,Senior ,25000,,YES,0,Promo10,2025-12-21,No,,,Y,,Towing needed,gold,yes
2025-02-03,CUS128,Ngozi Nwachukwu,08080722909,Mercedes-Benz GLE,LAG933EF,Brake Service,engine knoking,Timing belt,Tijani,44214,POS,Yes,1.0,4.1,Customer waited,Completed,Main Bay,Word of Mouth,15,Ordered,Ladipo Market,Booking,first timer,Bolt Driver,Apprentice,40000,30k,Yes,0,N/A,,No,,Always late,Y,,No,gold,
2025-05-14,CUS129,Ngozi Nwachukwu,08093644995,Mercedes-Benz C300,ABJ409EF,Suspension Work,Oill Change,Air filter,Musa,43278,Cash,Yes,1.0,3.2,Changed all filters,In progress,Main Bay,Mechanic Referral,30,availaible,Benz supply,Emergency,Uber Driver,,Senior ,40000,35000,Yes,5k,NONE,2025-06-20,YES,Needs tire alignment,Prefers morning,No,Yes,,Gold Maintenance Plan,followed up
25/01/2025,CUS130,Ngozi Nwachukwu,08068212652,Mercedes-Benz C300,KAN938CD,Suspension Work,Suspensn Noise,Timing belt,Musa,85708,CASH,No,2.0,3.4,Changed all filters,Completed,VIP Section,Road Sign,30,Unavailable,ladipo mkt,Emergency,Fleet Owner,,Senior,twenty thousand,,no,0,,2025-06-21,No,,no complain,Yes,,Yes,Gold Maintenance Plan,No
01-10-2025,CUS131,Emeka Okafor,08018774822,Honda Accord,KAN611GH,Brake Service,suspension noiz,None,Musa,116268,POS,Yes,,2.6,Changed all filters,Completed,Under tree,whatsapp,45mins,orderd,Ladipo Market,normal,Fleet Owner,Logistics Co,Apprentice,25000,40000,,5000,N/A,,No,Needs tire alignment,Prefers morning,N,no,No,One-time,Yes
31/01/2025,CUS132,Tunde Bayo,08025903904,Toyota Corolla,LAG523EF,Oil Change,Enjin Knockin,Battery,Musa,111571,CASH,No,3.0,3.1,,Pending,Under tree,Road Sign,30,Available,ladipo mkt,Emergncy,first timer,Private,Senior,15000,30k,,5000,N/A,,no,Shock absorber weakening,,No,YES,,,yes
2025-02-03,CUS133,Tunde Bayo,08029385367,Honda Accord,LAG460GH,Engine Repair,Oill Change,Air filter,Isaac Bobo,75289,pos,Yes,1.0,1.9,Urgent service,Completed,,Mechanic Referral,45,orderd,Customer Brought,Emergency,Returning,Govt Convoy,Specialist,40000,40000,no,0,LOYALTY10,2025-08-25,no,Shock absorber weakening,,,no,Yes,Gold Maintenance Plan,No
14/05/2025,CUS134,Ngozi Nwachukwu,08027554964,Lexus RX 350,LAG635EF,Battery Replacement,Suspensn Noise,None,,90112,Cash,Yes,2.0,5.7,Recommended further checks,In progress,main bay,Road Sign,30,Ordered,Direct from Benz,Booking,Uber Driver,Private,Senior,25000,35000,YES,10000,NONE,,No,,,Yes,YES,,gold,Yes
2025-01-12,CUS135,John Doe,08035453201,Mercedes-Benz GLE,ABJ280EF,Oil Change,Suspenshun Noise,None,Isaac Bobo,103780,Transfer,No,1.0,1.9,,In progress,main bay,Instagram,60,Ordered,Benz supply,Emergncy,Fleet Owner,Bolt Driver,speciallist,40000,35000,,0,Promo10,2025-10-12,no,,Prefers morning,Y,YES,No,,No
03-31-2025,CUS136,Ngozi Nwachukwu,08035727027,Lexus RX 350,LAG482CD,Suspension Work,oilchng,Battery,Isaac Bobo,105031,POS,No,2.0,4.0,,Completed,VIP Section,Mechanic Referral,,Unavailable,Ladipo Market,Booking,Fleet Owner,,Senior,30000,30000,YES,5000,N/A,19/07/2025,no,Shock absorber weakening,,,Yes,Yes,one time,No
2025-05-28,CUS137,Emeka Okafor,08081478283,Mercedes-Benz GLE,KAN709CD,Suspension Work,oilchng,"Oil filter, Brake pads",Tijani,25267,pos,No,,2.7,Changed all filters,Completed,Under tree,Instagram,15,orderd,ladipo mkt,Emergency,first timer,,,40000,35000,YES,,N/A,,YES,,,Y,YES,Yes,Gold Maintenance Plan,
